Vármegye;Település;Cím;Típus;Akadálymentesség;Választópolgárok száma
VAS vármegye;Szombathely;9700 Szombathely, Hunyadi u. 49. (MOP Ház klubhelyiség);10 ezer lakos feletti település, megyei jogú város;Nem;1166
VAS vármegye;Szombathely;9700 Szombathely, Bercsényi M. u. 1. (Bercsényi Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;723
VAS vármegye;Szombathely;9700 Szombathely, Pásztor u. 1. (Szőlősi Klub);10 ezer lakos feletti település, megyei jogú város;Igen;1244
VAS vármegye;Szombathely;9700 Szombathely, Komárom u. 34. (NÉBIH Fajtakisérl. Áll.);10 ezer lakos feletti település, megyei jogú város;Nem;1227
VAS vármegye;Szombathely;9700 Szombathely, Szent István kir. u. 104. (Volt Szentkirályi Isk.);10 ezer lakos feletti település, megyei jogú város;Nem;1169
VAS vármegye;Szombathely;9700 Szombathely, Győzelem u. 1. (Zarkaházi kastély);10 ezer lakos feletti település, megyei jogú város;Igen;733
VAS vármegye;Szombathely;9700 Szombathely, Óperint utca 1.;10 ezer lakos feletti település, megyei jogú város;Igen;1041
VAS vármegye;Szombathely;9700 Szombathely, Szent László kir. u. 10. (Élelm. és Földm. Szki.);10 ezer lakos feletti település, megyei jogú város;Igen;1150
VAS vármegye;Szombathely;9700 Szombathely, Árpád út 30. (Vasi Skanzen);10 ezer lakos feletti település, megyei jogú város;Igen;697
VAS vármegye;Szombathely;9700 Szombathely, Karmelita u. 1. (Martineum Felnőttképz. Akadémia);10 ezer lakos feletti település, megyei jogú város;Igen;870
VAS vármegye;Szombathely;9700 Szombathely, Márton Áron utca 58. (Weöres Sándor Óvoda);10 ezer lakos feletti település, megyei jogú város;Nem;637
VAS vármegye;Szombathely;9700 Szombathely, Márton Áron utca 58. (Weöres Sándor Óvoda);10 ezer lakos feletti település, megyei jogú város;Nem;571
VAS vármegye;Szombathely;9700 Szombathely, Karmelita u. 2/C. (Nyugdíjasok Háza);10 ezer lakos feletti település, megyei jogú város;Igen;838
VAS vármegye;Szombathely;9700 Szombathely, Margaréta u. 1. (Margaréta Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;728
VAS vármegye;Szombathely;9700 Szombathely, Margaréta u. 1. (Margaréta u. Óvoda);10 ezer lakos feletti település, megyei jogú város;Igen;893
VAS vármegye;Szombathely;9700 Szombathely, Jáki u. 35. (Városi Fiókkönyvtár);10 ezer lakos feletti település, megyei jogú város;Nem;645
VAS vármegye;Szombathely;9700 Szombathely, Fogaras u. 6. (Meseház Bölcsőde);10 ezer lakos feletti település, megyei jogú város;Igen;798
VAS vármegye;Szombathely;9700 Szombathely, Erkel Ferenc u. 5. (Újperinti Klub);10 ezer lakos feletti település, megyei jogú város;Nem;838
VAS vármegye;Szombathely;9700 Szombathely, Halastó u. 37. (Közösségi Ház);10 ezer lakos feletti település, megyei jogú város;Igen;441
VAS vármegye;Szombathely;9700 Szombathely, Fogaras u. 6. (Meseház Bölcsőde);10 ezer lakos feletti település, megyei jogú város;Igen;643
VAS vármegye;Szombathely;9700 Szombathely, Kossuth Lajos utca 11.;10 ezer lakos feletti település, megyei jogú város;Igen;0
VAS vármegye;Szőce;9935 Szőce, Kölcsey Ferenc út. 63. (Kultúrház);10 ezer és az alatti lakosú település;Igen;296
VAS vármegye;Tanakajd; Tanakajd, Templom  u. 24. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;641
VAS vármegye;Táplánszentkereszt; Táplánszentkereszt, Táncsics Mihály utca 29. (Kemencés foglalkoztató);10 ezer és az alatti lakosú település;Igen;1140
VAS vármegye;Táplánszentkereszt; Táplánszentkereszt, Fő u. 12. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;994
VAS vármegye;Telekes; Telekes, Fő u. 19.  (Kultúrház);10 ezer és az alatti lakosú település;Igen;384
VAS vármegye;Tokorcs; Tokorcs, Szabadság utca 15. (Faluház);10 ezer és az alatti lakosú település;Igen;297
VAS vármegye;Tompaládony; Tompaládony, Hunyadi u. 55. (Faluház);10 ezer és az alatti lakosú település;Igen;288
VAS vármegye;Tormásliget; Tormásliget, Liszt Ferenc u. 6. (Kastély);10 ezer és az alatti lakosú település;Igen;248
VAS vármegye;Torony; Torony,  Rohonczi u. 6. (Toronyi Közös Önk. Hivatal);10 ezer és az alatti lakosú település;Igen;904
VAS vármegye;Torony; Torony,  Felsőőri u. 47. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;712
VAS vármegye;Tömörd; Tömörd, Fő u. 9. (Faluház);10 ezer és az alatti lakosú település;Igen;247
VAS vármegye;Uraiújfalu; Uraiújfalu, Szentivánfa utca 1. (Iskola);10 ezer és az alatti lakosú település;Igen;408
VAS vármegye;Uraiújfalu; Uraiújfalu, Szentivánfa utca 109. (Kultúrház);10 ezer és az alatti lakosú település;Igen;310
VAS vármegye;Vasalja; Vasalja, Petőfi  utca  15.;10 ezer és az alatti lakosú település;Igen;264
VAS vármegye;Vasasszonyfa;9744 Vasasszonyfa,  Széchenyi  utca  1.;10 ezer és az alatti lakosú település;Igen;350
VAS vármegye;Vasegerszeg; Vasegerszeg, Kossuth L. utca 97.;10 ezer és az alatti lakosú település;Igen;301
VAS vármegye;Vashosszúfalu; Vashosszúfalu, Kossuth u. 64.;10 ezer és az alatti lakosú település;Igen;308
VAS vármegye;Vaskeresztes;9795 Vaskeresztes, Fő utca 33. (orvosi rendelő);10 ezer és az alatti lakosú település;Igen;282
VAS vármegye;Vassurány;9741 Vassurány, Táncsics köz 7.;10 ezer és az alatti lakosú település;Igen;632
VAS vármegye;Vasszentmihály; Vasszentmihály, Fő  utca  66.;10 ezer és az alatti lakosú település;Igen;289
VAS vármegye;Vasszécseny; Vasszécseny, Petőfi u. 72. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;475
VAS vármegye;Vasszécseny; Vasszécseny, Táncsics u. 5. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;632
VAS vármegye;Vasszilvágy;9747 Vasszilvágy, Rákóczi  utca 25.;10 ezer és az alatti lakosú település;Igen;340
VAS vármegye;Vasvár;9800 Vasvár, Béke utca 11.  (Óvoda);10 ezer és az alatti lakosú település;Igen;597
VAS vármegye;Vasvár;9800 Vasvár, Árpád tér 8. (volt Bölcsőde);10 ezer és az alatti lakosú település;Nem;612
VAS vármegye;Vasvár; Vasvár, József A. u. 23. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;668
VAS vármegye;Vasvár;9800 Vasvár, Kossuth Lajos u. 2. (Óvoda);10 ezer és az alatti lakosú település;Nem;671
VAS vármegye;Vasvár;9800 Vasvár, Bartók Béla u. 4. (Nagy Gáspár Művelődési Központ);10 ezer és az alatti lakosú település;Igen;639
VAS vármegye;Vasvár;9800 Vasvár, Kismákfa u. 21. (Művelődési Ház);10 ezer és az alatti lakosú település;Nem;100
VAS vármegye;Vasvár;9800 Vasvár, Nagymákfa u. 32. (Turistaház);10 ezer és az alatti lakosú település;Nem;58
VAS vármegye;Vámoscsalád; Vámoscsalád, Fő utca 102. (Kultúrház);10 ezer és az alatti lakosú település;Igen;261
VAS vármegye;Vásárosmiske; Vásárosmiske, Kossuth u. 11.;10 ezer és az alatti lakosú település;Igen;303
VAS vármegye;Vát;9748 Vát, Fő utca 6. (önkormányzati hivatal);10 ezer és az alatti lakosú település;Igen;537
VAS vármegye;Velem; Velem, Rákóczi u. 18. (Velem  Kultúrotthon);10 ezer és az alatti lakosú település;Igen;343
VAS vármegye;Velemér;9946 Velemér,  Fő u. 56. Közösségi Ház;10 ezer és az alatti lakosú település;Igen;66
VAS vármegye;Vép; Vép, Rákóczi u. 22. (Ált. Isk. régi ép. tükrös terem);10 ezer és az alatti lakosú település;Igen;714
VAS vármegye;Vép; Vép,  Rákóczi u. 22. (Ált. Isk. régi ép. rajzterem);10 ezer és az alatti lakosú település;Igen;677
VAS vármegye;Vép; Vép, Kolozsvári u. 3/A.  (Művelődési Ház klubterem);10 ezer és az alatti lakosú település;Igen;663
VAS vármegye;Vép; Vép, Kolozsvári u. 3/A. (Művelődési Ház  nagyterem);10 ezer és az alatti lakosú település;Igen;665
VAS vármegye;Viszák;9932 Viszák, Fő út 56. (Művelődési ház);10 ezer és az alatti lakosú település;Igen;230
VAS vármegye;Vönöck; Vönöck, Szili Pál utca  3.  (házasságkötő terem);10 ezer és az alatti lakosú település;Igen;581
VAS vármegye;Zsennye; Zsennye, Rákóczi Ferenc u. 1. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;94
VAS vármegye;Zsédeny; Zsédeny, Rákóczi utca 30. (klubkönyvtár);10 ezer és az alatti lakosú település;Igen;202
VESZPRÉM vármegye;Adásztevel; Adásztevel, Árpád u. 66. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;658
VESZPRÉM vármegye;Adorjánháza; Adorjánháza, Fő u. 26. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;296
VESZPRÉM vármegye;Ajka; Ajka, Dobó K.u.16. (Szent István Kir. Róm.Kat. Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;906
VESZPRÉM vármegye;Ajka; Ajka, Bajcsy-Zs.u.3.(Szent István Kir. Róm.Kat.Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;991
VESZPRÉM vármegye;Ajka; Ajka, Nárcisz utca 1/A.(Vizikék-Zöldikék Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;677
VESZPRÉM vármegye;Ajka; Ajka, Nárcisz utca 1/A. (Vizikék-Zöldikék Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;1047
VESZPRÉM vármegye;Ajka; Ajka, Móra F. u. 19. (Ajkai Eötvös L-Kossuth L.Ált. Isk);10 ezer lakos feletti település, nem megyei jogú város;Nem;659
VESZPRÉM vármegye;Ajka; Ajka, Móra F. u.19. (Ajkai Eötvös L-Kossuth L.Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;785
VESZPRÉM vármegye;Ajka; Ajka, Sport u. 10. (Vizikék-Zöldikék Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;569
VESZPRÉM vármegye;Ajka; Ajka, Verseny u. 18. (Molnár Gábor Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;770
VESZPRÉM vármegye;Ajka; Ajka, Sport u. 10. (Vizikék-Zöldikék Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;831
VESZPRÉM vármegye;Ajka; Ajka, Újélet u. 8. (Kaszinó);10 ezer lakos feletti település, nem megyei jogú város;Igen;744
VESZPRÉM vármegye;Ajka; Ajka, Eötvös u. 9. (Ajkai Eötvös L-Kossuth L. Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;695
VESZPRÉM vármegye;Ajka; Ajka, Eötvös u. 9. (Ajkai Eötvös L-Kossuth L. Ált.Isk.);10 ezer lakos feletti település, nem megyei jogú város;Nem;893
VESZPRÉM vármegye;Ajka; Ajka, Béke u. 6/A. (Hétszínvirág Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;574
VESZPRÉM vármegye;Ajka; Ajka, Béke utca 33/A. (Patakparti Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;937
VESZPRÉM vármegye;Ajka; Ajka, Szabadság tér 13. (Nagy László VMK);10 ezer lakos feletti település, nem megyei jogú város;Igen;667
VESZPRÉM vármegye;Ajka; Ajka, József A. u. 30.(Fekete-Vörösmarty Ált. Isk.Gimn.);10 ezer lakos feletti település, nem megyei jogú város;Igen;698
VESZPRÉM vármegye;Ajka; Ajka, Bródy u. 4. (Bródy Imre Gimn.);10 ezer lakos feletti település, nem megyei jogú város;Nem;629
VESZPRÉM vármegye;Ajka; Ajka, Berzsenyi D.u.2. (Fekete-Vörösmarty Ált.Isk. Gimn);10 ezer lakos feletti település, nem megyei jogú város;Igen;823
VESZPRÉM vármegye;Ajka; Ajka, Béke u. 6/A. (Hétszínvirág Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;792
VESZPRÉM vármegye;Ajka; Ajka, József A. u.30. (Fekete-Vörösmarty Ált. Isk.Gimn.);10 ezer lakos feletti település, nem megyei jogú város;Igen;707
VESZPRÉM vármegye;Ajka; Ajka, Béke u. 33/A. (Patakparti Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;817
VESZPRÉM vármegye;Ajka; Ajka, Berzsenyi D.u.2 (Fekete-Vörösmarty Ált. Isk. Gimn);10 ezer lakos feletti település, nem megyei jogú város;Igen;969
VESZPRÉM vármegye;Ajka; Ajka, Bartók Béla u. 54. (Bódéi Közösségi Ház);10 ezer lakos feletti település, nem megyei jogú város;Igen;811
VESZPRÉM vármegye;Ajka; Ajka, Feketegyémánt u. 5. (Csingeri Közösségi Ház);10 ezer lakos feletti település, nem megyei jogú város;Igen;423
VESZPRÉM vármegye;Ajka; Ajka, Gyepesi út 20. (Laschober M. Német Nemz. Ny.Á.I.);10 ezer lakos feletti település, nem megyei jogú város;Igen;908
VESZPRÉM vármegye;Ajka; Ajka, Fő út 151. (Bakonygyepesi Művelődési Ház);10 ezer lakos feletti település, nem megyei jogú város;Igen;943
VESZPRÉM vármegye;Ajka; Ajka, Iparos u. 5. (Padragkúti Művelődési Ház);10 ezer lakos feletti település, nem megyei jogú város;Igen;809
VESZPRÉM vármegye;Ajka; Ajka, Iparos u. 5. (Padragkúti Művelődési Ház);10 ezer lakos feletti település, nem megyei jogú város;Nem;574
VESZPRÉM vármegye;Ajka; Ajka, Padragi út 248. (Idősek Klubja);10 ezer lakos feletti település, nem megyei jogú város;Nem;937
VESZPRÉM vármegye;Alsóörs;8226 Alsóörs, Endrődi Sándor u. 49. (Önkormányzati Hivatal);10 ezer és az alatti lakosú település;Igen;870
VESZPRÉM vármegye;Alsóörs;8226 Alsóörs, Endrődi S. u. 49. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;848
VESZPRÉM vármegye;Apácatorna; Apácatorna, Kossuth u. 82. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;144
VESZPRÉM vármegye;Aszófő;8241 Aszófő, Árpád utca 8. (Kultúrház);10 ezer és az alatti lakosú település;Igen;412
VESZPRÉM vármegye;Ábrahámhegy;8256 Ábrahámhegy, Badacsonyi út 13. (Kultúrház);10 ezer és az alatti lakosú település;Igen;558
VESZPRÉM vármegye;Badacsonytomaj;8258 Badacsonytomaj, Fő utca 14.  (Polgármesteri Hivatal terme);10 ezer és az alatti lakosú település;Igen;656
VESZPRÉM vármegye;Badacsonytomaj;8258 Badacsonytomaj, Római út 69. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;624
VESZPRÉM vármegye;Badacsonytomaj;8257 Badacsonytomaj, Füredi út 49. (Varga Pincészet);10 ezer és az alatti lakosú település;Nem;615
VESZPRÉM vármegye;Badacsonytördemic; Badacsonytördemic, Hősök útja 12. (Faluház);10 ezer és az alatti lakosú település;Igen;783
VESZPRÉM vármegye;Bakonybél;8427 Bakonybél,  Pápai utca 7. (Faluház);10 ezer és az alatti lakosú település;Igen;931
VESZPRÉM vármegye;Bakonyjákó;8581 Bakonyjákó, Rákóczi tér 9. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;603
VESZPRÉM vármegye;Bakonykoppány; Bakonykoppány, Petőfi u. 24. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;176
VESZPRÉM vármegye;Bakonynána; Bakonynána, Alkotmány u. 31. (Kultúrház);10 ezer és az alatti lakosú település;Igen;794
VESZPRÉM vármegye;Bakonyoszlop; Bakonyoszlop, Kossuth u. 32. (Faluház);10 ezer és az alatti lakosú település;Igen;376
VESZPRÉM vármegye;Bakonypölöske;8457 Bakonypölöske, Petőfi Sándor utca 86. (kultúrház);10 ezer és az alatti lakosú település;Igen;340
VESZPRÉM vármegye;Bakonyság; Bakonyság, Béke u. 14 (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;63
VESZPRÉM vármegye;Bakonyszentiván; Bakonyszentiván, Rákóczi u. 37. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;167
VESZPRÉM vármegye;Bakonyszentkirály; Bakonyszentkirály, Kossuth u. 12.  (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;679
VESZPRÉM vármegye;Bakonyszücs; Bakonyszücs, Kossuth u. 2. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;222
VESZPRÉM vármegye;Bakonytamási; Bakonytamási, Széchenyi u. 1. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;498
VESZPRÉM vármegye;Balatonakali; Balatonakali, Petőfi u. 2. (Kultúrház);10 ezer és az alatti lakosú település;Igen;625
VESZPRÉM vármegye;Balatonalmádi; Balatonalmádi, Rákóczi utca 39. (Magyar-Angol Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1077
VESZPRÉM vármegye;Balatonalmádi; Balatonalmádi, Bajcsy-Zs. út 30. (Györgyi D. Ált. Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;997
VESZPRÉM vármegye;Balatonalmádi; Balatonalmádi, Városház tér 4. (Pannónnia Kult.Közp.Alsó szint);10 ezer lakos feletti település, nem megyei jogú város;Igen;983
VESZPRÉM vármegye;Balatonalmádi; Balatonalmádi, Baross út 32. (Gondos Panni Szoc.Közp. magasfsz.);10 ezer lakos feletti település, nem megyei jogú város;Igen;998
VESZPRÉM vármegye;Balatonalmádi; Balatonalmádi, Mogyoró utca 1. (Mogyoró úti Óvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;1098
VESZPRÉM vármegye;Balatonalmádi; Balatonalmádi, Ady u. 2-6. (Leader Hagyományőrző Közp.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1064
VESZPRÉM vármegye;Balatonalmádi; Balatonalmádi, Táncsics utca 1. (Vörösberényi Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1076
VESZPRÉM vármegye;Balatonalmádi;8220 Balatonalmádi, Bajcsy-Zs. út 60. (Zeneiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;1021
VESZPRÉM vármegye;Balatoncsicsó; Balatoncsicsó, Fő utca 25. (Faluház);10 ezer és az alatti lakosú település;Igen;214
VESZPRÉM vármegye;Balatonederics; Balatonederics, Kossuth utca 67. (Művelődési Ház és Könyvtár);10 ezer és az alatti lakosú település;Igen;937
VESZPRÉM vármegye;Balatonfőkajár; Balatonfőkajár, Kossuth L. utca 8. (Községház, nagyterem);10 ezer és az alatti lakosú település;Igen;1111
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Kisfaludy utca 1. (Kisfaludy Galéria);10 ezer lakos feletti település, nem megyei jogú város;Igen;1359
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Noszlopy Gáspár utca 2. (Eötvös L. Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1154
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Kossuth Lajos utca 35. (Könyvtár);10 ezer lakos feletti település, nem megyei jogú város;Igen;1493
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Arácsi utca 2. (Piros Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;1289
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Szent István tér 1. (Önkormányzati Hivatal B ép.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1444
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Ady Endre utca 40. (Lóczy L. Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1388
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Nádor utca 17. (Radnóti Miklós Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;1375
VESZPRÉM vármegye;Balatonfüred;8230 Balatonfüred, Hősök tere 1. (Szent Benedek Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;1558
VESZPRÉM vármegye;Balatonfűzfő;8175 Balatonfűzfő, József Attila u. 12-13.  (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;830
VESZPRÉM vármegye;Balatonfűzfő;8175 Balatonfűzfő, Árpád u. 36.(Óvoda);10 ezer és az alatti lakosú település;Nem;893
VESZPRÉM vármegye;Balatonfűzfő;8184 Balatonfűzfő, Irinyi János u. 2. (Általános Iskola);10 ezer és az alatti lakosú település;Nem;627
VESZPRÉM vármegye;Balatonfűzfő;8184 Balatonfűzfő, Bugyogó Forrás u. 12.  (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;727
VESZPRÉM vármegye;Balatonfűzfő;8175 Balatonfűzfő, Radnóti u. 26. (Cseberei Óvoda);10 ezer és az alatti lakosú település;Nem;702
VESZPRÉM vármegye;Balatonhenye;8275 Balatonhenye, Kossuth utca 54.  (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;118
VESZPRÉM vármegye;Balatonkenese; Balatonkenese, Bajcsy Zs. u. 10. (Ált. Iskola, 6 sz. tanterem);10 ezer és az alatti lakosú település;Igen;797
VESZPRÉM vármegye;Balatonkenese; Balatonkenese, Bajcsy Zs. u. 10. (Ált. Iskola,7 sz. tanterem);10 ezer és az alatti lakosú település;Igen;728
VESZPRÉM vármegye;Balatonkenese;8174 Balatonkenese, Bajcsy Zs. u. 10. (Ált. Iskola, 8 sz. tanterem);10 ezer és az alatti lakosú település;Igen;755
VESZPRÉM vármegye;Balatonrendes;8255 Balatonrendes, Fő utca 1. (Kultúrház);10 ezer és az alatti lakosú település;Igen;175
VESZPRÉM vármegye;Balatonszepezd; Balatonszepezd, Szegfű utca 1. (Bertha Bulcsú Közösségi Ház);10 ezer és az alatti lakosú település;Igen;443
VESZPRÉM vármegye;Balatonszőlős; Balatonszőlős, Fő utca 18. (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;516
VESZPRÉM vármegye;Balatonudvari;8242 Balatonudvari, Kerkápoly u. 23. (Kultúrház);10 ezer és az alatti lakosú település;Igen;347
VESZPRÉM vármegye;Barnag; Barnag, Fő u. 33.  (Faluház);10 ezer és az alatti lakosú település;Igen;102
VESZPRÉM vármegye;Bazsi;8352 Bazsi, Fő u. 91.  (Faluház);10 ezer és az alatti lakosú település;Igen;376
VESZPRÉM vármegye;Bánd;8443 Bánd, Petőfi Sándor utca 67. (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;557
VESZPRÉM vármegye;Berhida; Berhida, Kossuth L. u. 11. (Ady Iskola);10 ezer és az alatti lakosú település;Nem;839
VESZPRÉM vármegye;Berhida; Berhida, Bezerédi u. 2. (Süni Óvoda);10 ezer és az alatti lakosú település;Nem;825
VESZPRÉM vármegye;Berhida; Berhida, Hősök tere 34. (Nyugdíjas Klub);10 ezer és az alatti lakosú település;Nem;827
VESZPRÉM vármegye;Berhida; Berhida, Veszprémi út 1-3. (Városháza);10 ezer és az alatti lakosú település;Igen;929
VESZPRÉM vármegye;Berhida; Berhida, Orgona út 2. (Művelődési Ház);10 ezer és az alatti lakosú település;Nem;590
VESZPRÉM vármegye;Berhida; Berhida, Orgona út 2. (Művelődési Ház);10 ezer és az alatti lakosú település;Nem;572
VESZPRÉM vármegye;Béb; Béb, Kossuth u. 14. (Kultúrház);10 ezer és az alatti lakosú település;Igen;222
VESZPRÉM vármegye;Békás; Békás, Rákóczi utca 17. (Kultúrház);10 ezer és az alatti lakosú település;Igen;167
VESZPRÉM vármegye;Bodorfa; Bodorfa, Szabadság u. 30. (Kultúrház);10 ezer és az alatti lakosú település;Igen;75
VESZPRÉM vármegye;Borszörcsök; Borszörcsök, Petőfi u. 79. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;304
VESZPRÉM vármegye;Borzavár;8428 Borzavár, Alkotmány u. 1. (Iskola);10 ezer és az alatti lakosú település;Igen;602
VESZPRÉM vármegye;Csabrendek; Csabrendek, Kossuth utca 14. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;668
VESZPRÉM vármegye;Csabrendek;8474 Csabrendek, Templom tér 13. ( Mese-domb Óvoda és Bölcsőde);10 ezer és az alatti lakosú település;Igen;636
VESZPRÉM vármegye;Csabrendek;8474 Csabrendek, Templom tér 13. ( Mese-domb Óvoda és Bölcsőde);10 ezer és az alatti lakosú település;Igen;710
VESZPRÉM vármegye;Csabrendek; Csabrendek, Nagytárkány puszta 18. (Könyvtár);10 ezer és az alatti lakosú település;Igen;272
VESZPRÉM vármegye;Csabrendek; Csabrendek, Nyíres puszta 26. (Kultúrház);10 ezer és az alatti lakosú település;Igen;53
VESZPRÉM vármegye;Csajág; Csajág, Petőfi u. 1. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;660
VESZPRÉM vármegye;Csehbánya; Csehbánya, Fő u. 39. Önkormányzati iroda;10 ezer és az alatti lakosú település;Igen;246
VESZPRÉM vármegye;Csesznek; Csesznek, Vár út 42.  (Faluház);10 ezer és az alatti lakosú település;Igen;420
VESZPRÉM vármegye;Csetény; Csetény, Rákóczi utca 30. (Közös Önkormányzati Hivatal);10 ezer és az alatti lakosú település;Igen;752
VESZPRÉM vármegye;Csetény; Csetény, Hunyadi utca 7. (Kastély);10 ezer és az alatti lakosú település;Nem;753
VESZPRÉM vármegye;Csopak; Csopak, Kossuth u. 106. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;840
VESZPRÉM vármegye;Csopak; Csopak, Kossuth u. 106. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;980
VESZPRÉM vármegye;Csót; Csót, Rákóczi u. 39.  (Faluház);10 ezer és az alatti lakosú település;Igen;761
VESZPRÉM vármegye;Csögle; Csögle, Rákóczi utca 106. (Kultúrház);10 ezer és az alatti lakosú település;Igen;504
VESZPRÉM vármegye;Dabronc;8345 Dabronc, Kossuth utca 57. (Faluház);10 ezer és az alatti lakosú település;Igen;354
VESZPRÉM vármegye;Dabrony;8485 Dabrony, Malom u. 10. (Kultúrház);10 ezer és az alatti lakosú település;Igen;332
VESZPRÉM vármegye;Dáka; Dáka, Dózsa György u. 86. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;346
VESZPRÉM vármegye;Devecser; Devecser, Petőfi tér 11. (Általános iskola);10 ezer és az alatti lakosú település;Nem;916
VESZPRÉM vármegye;Devecser; Devecser, Várkert 1. (Általános iskola);10 ezer és az alatti lakosú település;Igen;922
VESZPRÉM vármegye;Devecser; Devecser, Jókai u. 3. (Művelődési Központ);10 ezer és az alatti lakosú település;Nem;845
VESZPRÉM vármegye;Devecser; Devecser, Miskei u. 47. (Alapszolgáltatási Központ);10 ezer és az alatti lakosú település;Nem;854
VESZPRÉM vármegye;Doba; Doba, Kossuth u. 10. (Kultúrház);10 ezer és az alatti lakosú település;Igen;381
VESZPRÉM vármegye;Döbrönte;8597 Döbrönte, Fő utca 47. (Kultúrház);10 ezer és az alatti lakosú település;Igen;239
VESZPRÉM vármegye;Dörgicse; Dörgicse, Fő utca 18. (Faluház);10 ezer és az alatti lakosú település;Igen;254
VESZPRÉM vármegye;Dudar; Dudar, Rákóczi Ferenc u. 19.(Közös Önkormányzati Hivatal);10 ezer és az alatti lakosú település;Igen;708
VESZPRÉM vármegye;Dudar; Dudar, Kossuth Lajos u. 2. (Művelődési Ház);10 ezer és az alatti lakosú település;Nem;693
VESZPRÉM vármegye;Egeralja; Egeralja, Fő u. 2. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;188
VESZPRÉM vármegye;Egyházaskesző; Egyházaskesző, Kossuth u. 76. (Idősek Klubja);10 ezer és az alatti lakosú település;Igen;424
VESZPRÉM vármegye;Eplény; Eplény, Veszprémi utca 68.;10 ezer és az alatti lakosú település;Igen;462
