Vármegye;Település;Cím;Típus;Akadálymentesség;Választópolgárok száma
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Mikszáth K. u. 2. (P.M.Á. Isk. Ádám J. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1115
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Mikszáth K. u. 2. (P.M.Á. Isk. Ádám J. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;688
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Jószerencsét út 2. (Szalézi Szt. F. Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;870
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Jószerencsét út 2. (Szalézi Szt. F. Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Igen;565
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Pollack M. út 29. (Kb-i Pollack Mihály Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;977
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Pollack M. út 29. (Kb-i Pollack Mihály Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;615
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Pollack M. út 29. (Kb-i Pollack Mihály Ált. Isk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;766
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Árpád fej. tér 7/A. (P.M. Á.Isk. Árpád F. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;1128
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Árpád fej. tér 7/A. (P.M. Á.Isk. Árpád F. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;672
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;607
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;593
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;608
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Mikszáth K. u. 2. (P.M.Á. Isk. Ádám J. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;638
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Irinyi J. út 1. (OSZC Surányi E. Tech., Szakk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;798
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kazincbarcika;3700 Kazincbarcika, Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.);10 ezer lakos feletti település, nem megyei jogú város;Igen;724
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kács; Kács, Fő u. 60. (Polg. Hiv. tanácsterem);10 ezer és az alatti lakosú település;Igen;434
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kánó;3735 Kánó, Kossuth Lajos utca 19/A.;10 ezer és az alatti lakosú település;Igen;128
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kány; Kány, Fő utca 10. (Községháza);10 ezer és az alatti lakosú település;Igen;62
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kázsmárk; Kázsmárk, Fő út 61. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;709
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kelemér;3728 Kelemér, Tompa  Mihály út 25. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;357
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kenézlő; Kenézlő, Rózsa út 1. (Óvoda);10 ezer és az alatti lakosú település;Igen;938
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Keresztéte; Keresztéte, Fő utca 1. (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;38
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kesznyéten; Kesznyéten, Béke tér 33. (Napköziotthon);10 ezer és az alatti lakosú település;Igen;666
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kesznyéten; Kesznyéten, Szabadság u. 13-15. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;640
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kéked; Kéked, Fő út 60. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;237
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Királd; Királd, Kossuth út 47.;10 ezer és az alatti lakosú település;Igen;127
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Királd; Királd, Alsótelep utca 26. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;454
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kiscsécs; Kiscsécs, Dózsa Gy. u. 9. (Községháza);10 ezer és az alatti lakosú település;Igen;131
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kisgyőr; Kisgyőr, Dózsa Gy. u. 11. (Polgármesteri Hivatal);10 ezer és az alatti lakosú település;Igen;673
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kisgyőr; Kisgyőr, Dózsa György utca 26. (Általános Iskola);10 ezer és az alatti lakosú település;Nem;626
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kishuta; Kishuta, Kossuth Lajos utca 51. (Kultúrház);10 ezer és az alatti lakosú település;Igen;252
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kiskinizs;3843 Kiskinizs, Rákóczi út 58. (Művelődési  Ház);10 ezer és az alatti lakosú település;Igen;259
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kisrozvágy; Kisrozvágy, Petőfi u. 3. (Kultúrház);10 ezer és az alatti lakosú település;Igen;169
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kissikátor;3627 Kissikátor, Táncsics út 57. (Kultúrház);10 ezer és az alatti lakosú település;Igen;242
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kistokaj;3553 Kistokaj, Széchenyi István u. 43. sz. Óvoda és Bölcsőde;10 ezer és az alatti lakosú település;Igen;882
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kistokaj;3553 Kistokaj, Széchenyi István u. 43. sz. Óvoda és Bölcsőde;10 ezer és az alatti lakosú település;Igen;995
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Komjáti; Komjáti, Petőfi S. út 11. (Alkotóház);10 ezer és az alatti lakosú település;Igen;179
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Komlóska;3937 Komlóska, Rákóczi u. 27. (Önkorm. Hivatala);10 ezer és az alatti lakosú település;Igen;198
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kondó;3775 Kondó, Szabadság u.28. (Orvosi rendelő);10 ezer és az alatti lakosú település;Igen;466
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Korlát; Korlát, Kossuth L. út 36. (Községháza);10 ezer és az alatti lakosú település;Igen;239
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kovácsvágás; Kovácsvágás, Kossuth Lajos utca 2. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;469
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Köröm; Köröm, Kossuth Lajos utca 25. (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;882
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Krasznokvajda; Krasznokvajda, Kossuth út 6. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;383
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kupa; Kupa, Rákóczi u. 20. (Kultúrház);10 ezer és az alatti lakosú település;Igen;122
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kurityán; Kurityán, Kossuth u. 136. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;498
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Kurityán; Kurityán, Kossuth u. 75. (Egészségház);10 ezer és az alatti lakosú település;Igen;678
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Lak; Lak, Kossuth u.18. (Önk.Hivatal);10 ezer és az alatti lakosú település;Igen;443
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Lácacséke; Lácacséke, Fő utca 19. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;198
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Ládbesenyő;3780 Ládbesenyő, Kossuth L. u. 64. (Községi Önkormányzat);10 ezer és az alatti lakosú település;Igen;211
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Legyesbénye;3904 Legyesbénye, Rákóczi út 49. (Óvoda);10 ezer és az alatti lakosú település;Igen;1142
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Léh; Léh, Kossuth út 4. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;326
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Lénárddaróc; Lénárddaróc, Dózsa Gy. út 66. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;231
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Litka;3866 Litka, Fő u. 58. (Községháza);10 ezer és az alatti lakosú település;Igen;36
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Makkoshotyka; Makkoshotyka, Rákóczi u. 48. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;635
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Martonyi; Martonyi, Fő út 8. (Tájház);10 ezer és az alatti lakosú település;Igen;274
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mád;3909 Mád, Rákóczi u. 26. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;897
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mád;3909 Mád, Rákóczi utca 69. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;774
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mályi; Mályi, Móra F. u. 11. (Ált. Iskola);10 ezer és az alatti lakosú település;Igen;855
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mályi; Mályi, Móra F. u. 11. (Ált. Iskola);10 ezer és az alatti lakosú település;Igen;763
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mályi; Mályi, Móra F. u. 11. (Ált. Iskola);10 ezer és az alatti lakosú település;Igen;616
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mályi;3434 Mályi, Botond u.3. (Családsegítő és Gyermekjóléti Szolg);10 ezer és az alatti lakosú település;Igen;631
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mályi; Mályi, Botond u. 3. (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;667
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mályinka; Mályinka, Rákóczi F. u. 5. (Hivatal);10 ezer és az alatti lakosú település;Igen;397
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Megyaszó; Megyaszó, Fő út 24. (Iskola);10 ezer és az alatti lakosú település;Igen;631
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Megyaszó; Megyaszó, Fő út 24. (Iskola);10 ezer és az alatti lakosú település;Igen;645
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Megyaszó; Megyaszó, Fő út 24. (Iskola);10 ezer és az alatti lakosú település;Igen;651
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Meszes; Meszes, Fő utca 39. (Kultúrház);10 ezer és az alatti lakosú település;Igen;152
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőcsát;3450 Mezőcsát, Szent I. u. 35. (Általános Iskola);10 ezer és az alatti lakosú település;Igen;933
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőcsát;3450 Mezőcsát,  Bacsó Béla u.10. (Idősek Klubja);10 ezer és az alatti lakosú település;Igen;900
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőcsát;3450 Mezőcsát, Széchenyi u. 50. (Városgondnokság);10 ezer és az alatti lakosú település;Igen;946
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőcsát;3450 Mezőcsát, Kossuth u. 12. (Gimnázium);10 ezer és az alatti lakosú település;Igen;888
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőcsát;3450 Mezőcsát,  Árpád u. 6. (Óvoda);10 ezer és az alatti lakosú település;Igen;959
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkeresztes;3441 Mezőkeresztes, Táncsics Mihály u. 1. (MESZI);10 ezer és az alatti lakosú település;Igen;577
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkeresztes;3441 Mezőkeresztes, Összekötő u. 28. (Iskola);10 ezer és az alatti lakosú település;Nem;558
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkeresztes;3441 Mezőkeresztes, Dózsa György u. 30. (Városháza  Udvari Tanácskozó);10 ezer és az alatti lakosú település;Igen;576
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkeresztes;3441 Mezőkeresztes, Dózsa György u. 101.;10 ezer és az alatti lakosú település;Igen;553
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkeresztes;3441 Mezőkeresztes, Szentistváni u. 74. (Óvoda);10 ezer és az alatti lakosú település;Igen;657
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Jezsuiták tere 3. (Katolikus Általános Iskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;926
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Egri út 3. (Egri úti Tagóvoda);10 ezer lakos feletti település, nem megyei jogú város;Igen;796
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Mátyás király út 90. (Szociális Gondozási Központ);10 ezer lakos feletti település, nem megyei jogú város;Igen;837
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;"3400 Mezőkövesd, Mátyás király út 114. (Közös Önkorm. Hiv. \B\"" ép.)""";10 ezer lakos feletti település, nem megyei jogú város;Igen;857
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Mátyás király út 130. (Városi Zeneiskola);10 ezer lakos feletti település, nem megyei jogú város;Nem;921
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Madách Imre utca 1. (Városi Könyvtár);10 ezer lakos feletti település, nem megyei jogú város;Igen;753
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Mátyás király út 146. (Szent László Gimnázium);10 ezer lakos feletti település, nem megyei jogú város;Nem;759
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Móra Ferenc utca 2. (Móra Ferenc úti Tagóvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;772
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Mátyás király út 225. (Szent Imre Tagiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;744
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Mátyás utca 71. (Nevelési Tanácsadó);10 ezer lakos feletti település, nem megyei jogú város;Nem;1017
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Hősök tere 14. (Bárdos Lajos Tagiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;943
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, László Károly utca 1. (László Károly úti Tagóvoda);10 ezer lakos feletti település, nem megyei jogú város;Nem;711
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Cseresznye utca 70. (Üzemcsarnok épülete);10 ezer lakos feletti település, nem megyei jogú város;Nem;814
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Lövői út 52. (Kovács Kft. telephelye);10 ezer lakos feletti település, nem megyei jogú város;Nem;655
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Építők útja 1. (Mező Ferenc Tagiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;715
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőkövesd;3400 Mezőkövesd, Építők útja 1. (Mező Ferenc Tagiskola);10 ezer lakos feletti település, nem megyei jogú város;Igen;893
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőnagymihály;3443 Mezőnagymihály, Kossuth u. 56. (Házasságkötő terem);10 ezer és az alatti lakosú település;Igen;801
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőnyárád; Mezőnyárád, Szent István kir. út 109.;10 ezer és az alatti lakosú település;Igen;718
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőnyárád; Mezőnyárád, Szent István kir. út 69.;10 ezer és az alatti lakosú település;Igen;631
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőzombor; Mezőzombor, Mátyás u. 23. (Óvoda);10 ezer és az alatti lakosú település;Igen;916
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mezőzombor; Mezőzombor, Kölcsey u. 7. (Ált. Iskola);10 ezer és az alatti lakosú település;Igen;832
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Méra;3871 Méra, Fő út 23. (Művelődési Ház);10 ezer és az alatti lakosú település;Igen;581
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Méra;3871 Méra, Fő út 106. (Központi konyha);10 ezer és az alatti lakosú település;Nem;598
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Mikóháza; Mikóháza, Gábor Áron u. 48. (Közösségi Ház);10 ezer és az alatti lakosú település;Igen;447
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3527 Miskolc, Bajcsy-Zsilinszky u.33. (Mc-i Petőfi Fiúkollégium);10 ezer lakos feletti település, megyei jogú város;Igen;904
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3527 Miskolc, Bajcsy-Zsilinszky u.33. (Mc-i Petőfi Fiúkollégium);10 ezer lakos feletti település, megyei jogú város;Nem;903
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3527 Miskolc, Selyemrét u. 1. (Teleki Tehetséggondozó Kollégium);10 ezer lakos feletti település, megyei jogú város;Nem;885
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3527 Miskolc, Soltész N.K.u.7.(MSzC Bláthy O.Villamosipari Tech);10 ezer lakos feletti település, megyei jogú város;Nem;854
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3526 Miskolc, Kassai u. 15. (Rónai Ferenc Tagiskola);10 ezer lakos feletti település, megyei jogú város;Igen;856
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3526 Miskolc, Katowice u.17. (Miskolci Petőfi Sándor Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1120
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3526 Miskolc, Katowice u.17. (Miskolci Petőfi Sándor Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1083
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3528 Miskolc, Fövényszer utca 35. (MIÓVI Pitypang Tagóvodája);10 ezer lakos feletti település, megyei jogú város;Igen;834
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3528 Miskolc, Csele u. 14. (Mc-i Arany János Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;812
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3528 Miskolc, Csele u. 14. (Mc-i Arany János Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;818
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3528 Miskolc, Csele u. 14. (Mc-i Arany János Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;827
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3521 Miskolc, Miskolci u.38/a. (Miskolc-Szirmai Ref. Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1103
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3521 Miskolc, Miskolci u.38/a. (Miskolc-Szirmai Ref. Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1095
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3521 Miskolc, Miskolci u.38/a. (Miskolc-Szirmai Ref. Ált. Isk.);10 ezer lakos feletti település, megyei jogú város;Igen;1154
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3527 Miskolc, Soltész N.K.u.7.(MSzC Bláthy O.Villamosipari Tech);10 ezer lakos feletti település, megyei jogú város;Nem;934
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Vörösmarty M. u.76. (Mc-i Szabó Lőrinc Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;951
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Szilágyi D.u.53. (Mc-i Szilágyi Dezső Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;946
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3528 Miskolc, Csele u. 14. (Mc-i Arany János Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;846
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3528 Miskolc, Csele u. 14. (Mc-i Arany János Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;937
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3508 Miskolc, Szeretet u.5. (Gárdonyi Géza Katolikus Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;1023
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Szilágyi D.u.53. (Mc-i Szilágyi Dezső Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;984
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3508 Miskolc, Sütő János u. 42. (Gárdonyi Géza Művelődési Ház);10 ezer lakos feletti település, megyei jogú város;Igen;1030
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3508 Miskolc, Szeretet u.5. (Gárdonyi Géza Katolikus Ált.Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;722
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3508 Miskolc, Sütő János u. 42. (Gárdonyi Géza Művelődési Ház);10 ezer lakos feletti település, megyei jogú város;Igen;949
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3508 Miskolc, Sütő János u. 42. (Gárdonyi Géza Művelődési Ház);10 ezer lakos feletti település, megyei jogú város;Igen;905
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3516 Miskolc, Kovács u. 1. (Görömbölyi Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;902
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3516 Miskolc, Kovács u. 1. (Görömbölyi Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;980
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3516 Miskolc, Kovács u. 1. (Görömbölyi Általános Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;1060
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Középszer u. 3. (Mc-i Kazinczy Ferenc Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;965
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Középszer u. 3. (Mc-i Kazinczy Ferenc Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;953
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Középszer u. 3. (Mc-i Kazinczy Ferenc Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Nem;959
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Gesztenyés u. 25. (Mc-i Herman Ottó Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;977
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Gesztenyés u. 25. (Mc-i Herman Ottó Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;972
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Gesztenyés u. 25. (Mc-i Herman Ottó Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;971
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Áfonyás u. 18. (MSzC Martin János Technikum);10 ezer lakos feletti település, megyei jogú város;Igen;946
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Klapka u. 2. (Avasi Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;1017
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Áfonyás u. 18. (MSzC Martin János Technikum);10 ezer lakos feletti település, megyei jogú város;Igen;983
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Áfonyás u. 18. (MSzC Martin János Technikum);10 ezer lakos feletti település, megyei jogú város;Igen;974
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Gesztenyés u. 25. (Mc-i Herman Ottó Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;993
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Gesztenyés u. 25. (Mc-i Herman Ottó Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;958
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3529 Miskolc, Gesztenyés u. 25. (Mc-i Herman Ottó Ált. Iskola);10 ezer lakos feletti település, megyei jogú város;Igen;957
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Klapka u. 2. (Avasi Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;958
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3530 Miskolc, Görgey A. u. 11. (II. Rákóczi Ferenc Könyvtár);10 ezer lakos feletti település, megyei jogú város;Igen;980
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Klapka u. 2. (Avasi Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;972
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Klapka u. 2. (Avasi Gimnázium);10 ezer lakos feletti település, megyei jogú város;Nem;973
BORSOD-ABAÚJ-ZEMPLÉN vármegye;Miskolc;3524 Miskolc, Hajós A.u.5. (Széchenyi I.Ált.ésAlapf.Műv.Tagisk.);10 ezer lakos feletti település, megyei jogú város;Nem;1000
