"Vármegye","Település","EVK Sorszám","Szavazókör sorszáma","Cím","Típus","Akadálymentesség","Választópolgárok száma"
"PEST vármegye","Sülysáp","","001","2241 Sülysáp, Dózsa György utca 110. (Szt. István Ált. Isk.)","10 ezer és az alatti lakosú település","Nem","869"
"PEST vármegye","Sülysáp","","002","2241 Sülysáp, Dózsa György utca 110. (Szt. István Ált. Isk.)","10 ezer és az alatti lakosú település","Nem","1 001"
"PEST vármegye","Sülysáp","","003","2241 Sülysáp, Vasút utca 90.  (Központi Óvoda)","10 ezer és az alatti lakosú település","Igen","953"
"PEST vármegye","Sülysáp","","004","2241 Sülysáp, Szent István tér 1. (Polgárm.Hiv.)","10 ezer és az alatti lakosú település","Igen","1 158"
"PEST vármegye","Sülysáp","","005","2241 Sülysáp, Vörösmarty utca 1. (Szőlősnyaralói Tagisk.)","10 ezer és az alatti lakosú település","Nem","897"
"PEST vármegye","Sülysáp","","006","2241 Sülysáp, Vörösmarty utca 1.  (Szőlősnyaralói TagIsk.)","10 ezer és az alatti lakosú település","Nem","979"
"PEST vármegye","Sülysáp","","007","2241 Sülysáp, Vörösmarty utca 1. (Szőlősnyaralói Tagisk.)","10 ezer és az alatti lakosú település","Nem","1 102"
"PEST vármegye","Szada","","001"," Szada, Dózsa Gy. u. 63. (Faluház)","10 ezer és az alatti lakosú település","Igen","1 286"
"PEST vármegye","Szada","","002"," Szada, Dózsa Gy. u. 76. (Szociális Alapsz. Központ)","10 ezer és az alatti lakosú település","Nem","1 567"
"PEST vármegye","Szada","","003","2111 Szada, Dózsa György út 63. (Ált.Isk. 1.)","10 ezer és az alatti lakosú település","Nem","1 248"
"PEST vármegye","Szada","","004","2111 Szada, Dózsa György út 63. (Ált.Isk. 2.)","10 ezer és az alatti lakosú település","Igen","778"
"PEST vármegye","Százhalombatta","01","001","2440 Százhalombatta, Szent István tér 3. (Házasságkötő terem előtere)","10 ezer lakos feletti település, nem megyei jogú város","Igen","931"
"PEST vármegye","Százhalombatta","01","002","2440 Százhalombatta, Szent István tér 1.( Arany János Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","892"
"PEST vármegye","Százhalombatta","02","003","2440 Százhalombatta, Kodály Z. stny. 11. (Bölcsőde Gazdasági Bejárat)","10 ezer lakos feletti település, nem megyei jogú város","Igen","809"
"PEST vármegye","Százhalombatta","02","004","2440 Százhalombatta, Kodály Z. stny. 11. (Bölcsőde Főbejárat)","10 ezer lakos feletti település, nem megyei jogú város","Igen","790"
"PEST vármegye","Százhalombatta","03","005","2440 Százhalombatta, Liszt F. stny. 12. (Szivárvány Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","828"
"PEST vármegye","Százhalombatta","03","006","2440 Százhalombatta, Liszt F. stny. 10. (Kőrösi Cs. Sándor Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","817"
"PEST vármegye","Százhalombatta","04","007","2440 Százhalombatta, Liszt F. stny. 2.  (Eötvös L. Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","821"
"PEST vármegye","Százhalombatta","04","008","2440 Százhalombatta, Damjanich u. 24. (1.sz. Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","929"
"PEST vármegye","Százhalombatta","05","009","2440 Százhalombatta, Gesztenyés köz 1-3. (Kipp-Kopp Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","981"
"PEST vármegye","Százhalombatta","05","010","2440 Százhalombatta, Vasút u. 41. (Sportközpont)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 067"
"PEST vármegye","Százhalombatta","06","011","2440 Százhalombatta, Szivárvány tér 5. (Családsegítő Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 052"
"PEST vármegye","Százhalombatta","06","012","2440 Százhalombatta, Esthajnal u. 23.  (Dunafüredi Közösségi Ház)","10 ezer lakos feletti település, nem megyei jogú város","Igen","985"
"PEST vármegye","Százhalombatta","07","013","2440 Százhalombatta, Csokonai Vitéz M. u. 50. (Napsugár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","859"
"PEST vármegye","Százhalombatta","07","014","2440 Százhalombatta, Iskola u. 3. (Széchenyi István Szakközépiskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","874"
"PEST vármegye","Százhalombatta","08","015","2440 Százhalombatta, Szent László út 58. (Óvárosi Közösségi Ház)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 021"
"PEST vármegye","Százhalombatta","08","016","2440 Százhalombatta, Poroszlai Ildikó u. 1. (Új Óvárosi Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 028"
"PEST vármegye","Szentendre","01","001","2000 Szentendre, Pátriarka utca 7. (HBPMK)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 175"
"PEST vármegye","Szentendre","01","002","2000 Szentendre, Pátriarka utca 7. (HBPMK)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 259"
"PEST vármegye","Szentendre","02","003","2000 Szentendre, Pannónia utca 5. (Pannónia utcai Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 059"
"PEST vármegye","Szentendre","02","004","2000 Szentendre, Dózsa György út 8/C. (Szentendrei Járási Hivatal)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 078"
"PEST vármegye","Szentendre","03","005","2000 Szentendre, Vasúti Villasor 15. (Református Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 054"
"PEST vármegye","Szentendre","03","006","2000 Szentendre, Vasúti Villasor 15.  (Református Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 070"
"PEST vármegye","Szentendre","04","007","2000 Szentendre, Kálvária út 16/A.  (Móricz Zsigmond Gimnázium)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 089"
"PEST vármegye","Szentendre","04","008","2000 Szentendre, Kálvária út 18. (Barcsay Jenő Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 087"
"PEST vármegye","Szentendre","05","009","2000 Szentendre, Kálvária út 18. (Barcsay Jenő Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 102"
"PEST vármegye","Szentendre","05","010","2000 Szentendre, Kálvária út 18. (Barcsay Jenő Általános Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 101"
"PEST vármegye","Szentendre","06","011","2000 Szentendre, Vasvári Pál utca 39. (Vasvári úti Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 121"
"PEST vármegye","Szentendre","06","012","2000 Szentendre, Vasvári Pál utca 39. (Vasvári úti Tagóvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 126"
"PEST vármegye","Szentendre","07","013","2000 Szentendre, Sztaravodai út 2. (Gondozási Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 162"
"PEST vármegye","Szentendre","07","014","2000 Szentendre, Sztaravodai út 2. (Gondozási Központ)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 154"
"PEST vármegye","Szentendre","08","015","2000 Szentendre, Szentlászlói út 94.A.épület (Izbégi Általános Isk)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 153"
"PEST vármegye","Szentendre","08","016","2000 Szentendre, Mária utca 1. C.épület (Izbégi Általános Isk.)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 171"
"PEST vármegye","Szentendre","09","017","2000 Szentendre, Sztaravodai út 75. (Skanzen)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 173"
"PEST vármegye","Szentendre","09","018","2000 Szentendre, Sztaravodai út 75. (Skanzen)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 160"
"PEST vármegye","Szentendre","10","019","2000 Szentendre, Bogdányi út 49. (MANK Régi Művésztelep)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 197"
"PEST vármegye","Szentendre","10","020","2000 Szentendre, Bogdányi út 49. (MANK Régi Művésztelep)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 194"
"PEST vármegye","Szentlőrinckáta","","001","2255 Szentlőrinckáta, Honvéd u. 25. (Faluház)","10 ezer és az alatti lakosú település","Nem","819"
"PEST vármegye","Szentlőrinckáta","","002","2255 Szentlőrinckáta, Dózsa Gy. u. 48. (Általános Iskola)","10 ezer és az alatti lakosú település","Igen","742"
"PEST vármegye","Szentmártonkáta","","001","2254 Szentmártonkáta, Iskola u. 14. (Aprajafalva Óvoda)","10 ezer és az alatti lakosú település","Igen","998"
"PEST vármegye","Szentmártonkáta","","002","2254 Szentmártonkáta, Battha S. u. 1.  (Arany János Általános Iskola)","10 ezer és az alatti lakosú település","Igen","987"
"PEST vármegye","Szentmártonkáta","","003","2254 Szentmártonkáta, Bacsó Béla út 124.  (Telepi Iskola)","10 ezer és az alatti lakosú település","Nem","1 168"
"PEST vármegye","Szentmártonkáta","","004","2254 Szentmártonkáta, Bacsó Béla u. 124. (Telepi Iskola)","10 ezer és az alatti lakosú település","Nem","987"
"PEST vármegye","Szigetbecse","","001","2321 Szigetbecse, Makádi út 46-48. (Iskola)","10 ezer és az alatti lakosú település","Igen","1 161"
"PEST vármegye","Szigetcsép","","001","2317 Szigetcsép, Szabadság u. 2. (Polgármesteri Hiv.)","10 ezer és az alatti lakosú település","Igen","1 117"
"PEST vármegye","Szigetcsép","","002","2317 Szigetcsép, Szabadság u. 67. (Kultúrház)","10 ezer és az alatti lakosú település","Igen","1 209"
"PEST vármegye","Szigethalom","01","001","2315 Szigethalom, Thököly u. 37. (Széchenyi Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","935"
"PEST vármegye","Szigethalom","02","002","2315 Szigethalom, Thököly u. 37. (Széchenyi Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","892"
"PEST vármegye","Szigethalom","03","003","2315 Szigethalom, Szabadkai u. 101. (Sárga Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","957"
"PEST vármegye","Szigethalom","04","004","2315 Szigethalom, József A. u. 47. (Szent István Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","878"
"PEST vármegye","Szigethalom","05","005","2315 Szigethalom, Szabadkai u. 64. (Szent István Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","906"
"PEST vármegye","Szigethalom","06","006","2315 Szigethalom, Rákóczi utca 145. (Narancs Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","928"
"PEST vármegye","Szigethalom","07","007","2315 Szigethalom, Mű út 6. (Kék Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","965"
"PEST vármegye","Szigethalom","08","008","2315 Szigethalom, Rákóczi út 145. (Narancs Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 034"
"PEST vármegye","Szigethalom","01","009","2315 Szigethalom, Thököly u. 37. (Széchenyi Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","888"
"PEST vármegye","Szigethalom","02","010","2315 Szigethalom, Thököly u. 37. (Széchenyi Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","924"
"PEST vármegye","Szigethalom","03","011","2315 Szigethalom, Szabadkai utca 101. (Sárga Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","962"
"PEST vármegye","Szigethalom","04","012","2315 Szigethalom, József Attila utca 47. (Szent István Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","929"
"PEST vármegye","Szigethalom","05","013","2315 Szigethalom, Szabadkai utca 64. (Szent István Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","937"
"PEST vármegye","Szigethalom","06","014","2315 Szigethalom, Rákóczi utca 145. (Narancs Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 051"
"PEST vármegye","Szigethalom","07","015","2315 Szigethalom, Mű út 6. (Kék Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 003"
"PEST vármegye","Szigethalom","08","016","2315 Szigethalom, Rákóczi utca 145. (Narancs Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","837"
"PEST vármegye","Szigetmonostor","","001","2015 Szigetmonostor, Fő utca 26. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","1 098"
"PEST vármegye","Szigetmonostor","","002","2015 Szigetmonostor, Árpád utca 15. (Faluház)","10 ezer és az alatti lakosú település","Igen","1 367"
"PEST vármegye","Szigetszentmárton","","001","2318 Szigetszentmárton, Telkes u. 10. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","949"
"PEST vármegye","Szigetszentmárton","","002","2318 Szigetszentmárton, Duna u. 4/B.  (Általános Iskola)","10 ezer és az alatti lakosú település","Nem","1 185"
"PEST vármegye","Szigetszentmiklós","01","001","2310 Szigetszentmiklós, Királyerdő út 103. (Dudás Pál Műhely)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 410"
"PEST vármegye","Szigetszentmiklós","01","002","2310 Szigetszentmiklós, Temesvári utca 5. (Cserbóka Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","742"
"PEST vármegye","Szigetszentmiklós","01","003","2310 Szigetszentmiklós, Petőfi Sándor utca 13. (Petőfi úti Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","788"
"PEST vármegye","Szigetszentmiklós","02","004","2310 Szigetszentmiklós, Temesvári utca 5. (Cserbóka Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 055"
"PEST vármegye","Szigetszentmiklós","02","005","2310 Szigetszentmiklós, Nap utca 2. (Napsugár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","998"
"PEST vármegye","Szigetszentmiklós","02","006","2310 Szigetszentmiklós, Petőfi Sándor utca 13. (Petőfi úti Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","993"
"PEST vármegye","Szigetszentmiklós","03","007","2310 Szigetszentmiklós, Üdülő sor 298. (Csepel Horgász Egyesület)","10 ezer lakos feletti település, nem megyei jogú város","Nem","930"
"PEST vármegye","Szigetszentmiklós","03","008","2310 Szigetszentmiklós, Horgász utca 18. (Horgásztanya)","10 ezer lakos feletti település, nem megyei jogú város","Nem","1 109"
"PEST vármegye","Szigetszentmiklós","03","009","2310 Szigetszentmiklós, Csépi út 137. (Tündérkert Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 474"
"PEST vármegye","Szigetszentmiklós","04","010","2310 Szigetszentmiklós, Adótorony tér 6. (Lakihegyi Akácliget Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 142"
"PEST vármegye","Szigetszentmiklós","04","011","2310 Szigetszentmiklós, Adótorony tér 6. (Lakihegyi Akácliget Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 259"
"PEST vármegye","Szigetszentmiklós","04","012","2310 Szigetszentmiklós, Temesvári utca 5. (Cserbóka Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 119"
"PEST vármegye","Szigetszentmiklós","05","013","2310 Szigetszentmiklós, Nap utca 2. (Napsugár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","964"
"PEST vármegye","Szigetszentmiklós","05","014","2310 Szigetszentmiklós, Szent Miklós útja 10/1. (Mocorgó Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","992"
"PEST vármegye","Szigetszentmiklós","05","015","2310 Szigetszentmiklós, Szent Miklós útja 10/1. (Mocorgó Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 124"
"PEST vármegye","Szigetszentmiklós","06","016","2310 Szigetszentmiklós, Tököli út 19. (Városi Könyvtár és Közösségi Ház)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 132"
"PEST vármegye","Szigetszentmiklós","06","017","2310 Szigetszentmiklós, Petőfi Sándor utca 13. (Petőfi úti Ált. Iskola)","10 ezer lakos feletti település, nem megyei jogú város","Igen","916"
"PEST vármegye","Szigetszentmiklós","06","018","2310 Szigetszentmiklós, Ifjúság tér 4. (Polgármesteri Hivatal Adóhatóság)","10 ezer lakos feletti település, nem megyei jogú város","Igen","928"
"PEST vármegye","Szigetszentmiklós","07","019","2310 Szigetszentmiklós, Nap utca 2. (Napsugár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 018"
"PEST vármegye","Szigetszentmiklós","07","020","2310 Szigetszentmiklós, Nap utca 2. (Napsugár Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","925"
"PEST vármegye","Szigetszentmiklós","07","021","2310 Szigetszentmiklós, Sas utca 7/A. (Szivárvány Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 040"
"PEST vármegye","Szigetszentmiklós","08","022","2310 Szigetszentmiklós, Szent Miklós útja 10/1. (Mocorgó Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 088"
"PEST vármegye","Szigetszentmiklós","08","023","2310 Szigetszentmiklós, Váci Mihály u. 4. (Nemzedékek Háza)","10 ezer lakos feletti település, nem megyei jogú város","Igen","982"
"PEST vármegye","Szigetszentmiklós","08","024","2310 Szigetszentmiklós, Váci Mihály u. 4. (Nemzedékek Háza)","10 ezer lakos feletti település, nem megyei jogú város","Igen","960"
"PEST vármegye","Szigetszentmiklós","09","025","2310 Szigetszentmiklós, Sas utca 7/A. (Szivárvány Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 060"
"PEST vármegye","Szigetszentmiklós","09","026","2310 Szigetszentmiklós, Csépi út 137. (Tündérkert Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 051"
"PEST vármegye","Szigetszentmiklós","09","027","2310 Szigetszentmiklós, Csépi út 137. (Tündérkert Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 061"
"PEST vármegye","Szigetszentmiklós","10","028","2310 Szigetszentmiklós, Sas utca 7/A. (Szivárvány Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 136"
"PEST vármegye","Szigetszentmiklós","10","029","2310 Szigetszentmiklós, Sas utca 7/A. (Szivárvány Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 176"
"PEST vármegye","Szigetszentmiklós","10","030","2310 Szigetszentmiklós, Csépi út 137. (Tündérkert Óvoda)","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 028"
"PEST vármegye","Szigetújfalu","","001"," Szigetújfalu, Fő út 43. (Napköziotthon)","10 ezer és az alatti lakosú település","Igen","1 132"
"PEST vármegye","Szigetújfalu","","002"," Szigetújfalu, Vasút  utca 20. (Móra Ferenc Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","785"
"PEST vármegye","Szob","","001"," Szob, Ipolysági u. 26. (Máv Laktanya  Szob)","10 ezer és az alatti lakosú település","Igen","685"
"PEST vármegye","Szob","","002"," Szob, Szent Imre u. 12. (Polgármesteri Hivatal Szob)","10 ezer és az alatti lakosú település","Igen","650"
"PEST vármegye","Szob","","003"," Szob, Árpád u. 54. (Zeneiskola Szob)","10 ezer és az alatti lakosú település","Igen","783"
"PEST vármegye","Szokolya","","001","2624 Szokolya, Fő utca 83. (Önkormányzat)","10 ezer és az alatti lakosú település","Igen","706"
"PEST vármegye","Szokolya","","002","2624 Szokolya, Lévai u.  5/C. (Szalajka IKSZT)","10 ezer és az alatti lakosú település","Igen","843"
"PEST vármegye","Sződ","","001","2134 Sződ, Dózsa Gy. u. 100. (Faluház)","10 ezer és az alatti lakosú település","Igen","857"
"PEST vármegye","Sződ","","002","2134 Sződ, Dózsa Gy. u. 100. (Faluház)","10 ezer és az alatti lakosú település","Igen","861"
"PEST vármegye","Sződ","","003","2134 Sződ, Dózsa Gy. u. 100 (Faluház)","10 ezer és az alatti lakosú település","Igen","868"
"PEST vármegye","Sződliget","","001"," Sződliget, Szt.István u. 29. (Közösségi Ház)","10 ezer és az alatti lakosú település","Igen","1 010"
"PEST vármegye","Sződliget","","002"," Sződliget, Vörösmarty u. 8-12. (Napközi O. Óvoda)","10 ezer és az alatti lakosú település","Nem","1 260"
"PEST vármegye","Sződliget","","003"," Sződliget, Rákóczi u. 1-3. (1.sz. terem Általános Iskola)","10 ezer és az alatti lakosú település","Nem","843"
"PEST vármegye","Sződliget","","004"," Sződliget, Rákóczi u. 1-3. (Általános Iskola 2. sz. tanterem)","10 ezer és az alatti lakosú település","Nem","789"
"PEST vármegye","Tahitótfalu","","001"," Tahitótfalu, Kossuth L. u. 26. (Iskola)","10 ezer és az alatti lakosú település","Igen","986"
"PEST vármegye","Tahitótfalu","","002"," Tahitótfalu, Bajcsy-Zsilinszky út 2. (Népház)","10 ezer és az alatti lakosú település","Nem","1 226"
"PEST vármegye","Tahitótfalu","","003"," Tahitótfalu, Almásy L. u. 17. (Bölcsőde épület)","10 ezer és az alatti lakosú település","Nem","1 516"
"PEST vármegye","Tahitótfalu","","004"," Tahitótfalu, Almásy László u. 17. (Óvoda)","10 ezer és az alatti lakosú település","Nem","1 416"
"PEST vármegye","Taksony","","001","2335 Taksony, Fő tér 1. (Fő téri iskola épülete)","10 ezer és az alatti lakosú település","Igen","699"
"PEST vármegye","Taksony","","002","2335 Taksony, Iskola utca 3. (Iskola)","10 ezer és az alatti lakosú település","Igen","1 146"
"PEST vármegye","Taksony","","003","2335 Taksony, Széchenyi út 36. (Új orvosi rendelő)","10 ezer és az alatti lakosú település","Igen","820"
"PEST vármegye","Taksony","","004"," Taksony, Szent Anna tér 1. (Óvoda tornaterem)","10 ezer és az alatti lakosú település","Igen","1 069"
"PEST vármegye","Taksony","","005","2335 Taksony, Fő út 89. (Műv. Ház)","10 ezer és az alatti lakosú település","Igen","1 031"
"PEST vármegye","Taksony","","006","2335 Taksony, Szent Anna tér 1. (Óvoda aula)","10 ezer és az alatti lakosú település","Igen","804"
"PEST vármegye","Tatárszentgyörgy","","001"," Tatárszentgyörgy, Kossuth u. 10. (Iskola)","10 ezer és az alatti lakosú település","Igen","817"
"PEST vármegye","Tatárszentgyörgy","","002"," Tatárszentgyörgy, Rákóczi u. 15. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","689"
"PEST vármegye","Táborfalva","","001","2381 Táborfalva, Köztársaság tér 2.  (Műv. Ház)","10 ezer és az alatti lakosú település","Igen","969"
"PEST vármegye","Táborfalva","","002"," Táborfalva,  Iskola utca 7. (Ált.Isk.)","10 ezer és az alatti lakosú település","Nem","883"
"PEST vármegye","Táborfalva","","003","2381 Táborfalva, Köztársaság tér 2. (Műv. Ház)","10 ezer és az alatti lakosú település","Igen","883"
"PEST vármegye","Tápióbicske","","001","2764 Tápióbicske, Rákóczi út 93. (Polgármesteri Hiv.)","10 ezer és az alatti lakosú település","Igen","884"
"PEST vármegye","Tápióbicske","","002","2764 Tápióbicske, Rákóczi út 61. (Műv.Ház.)","10 ezer és az alatti lakosú település","Igen","937"
"PEST vármegye","Tápióbicske","","003","2764 Tápióbicske, Rákóczi út 61. (Műv.Ház)","10 ezer és az alatti lakosú település","Igen","1 088"
"PEST vármegye","Tápiógyörgye","","001"," Tápiógyörgye, Szent István tér 7. (Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","642"
"PEST vármegye","Tápiógyörgye","","002"," Tápiógyörgye, Kovács J. u. 23. (Aréna Sport Klub)","10 ezer és az alatti lakosú település","Igen","841"
"PEST vármegye","Tápiógyörgye","","003"," Tápiógyörgye, Deák F. u. 2. (Faluház)","10 ezer és az alatti lakosú település","Igen","638"
"PEST vármegye","Tápiógyörgye","","004","2767 Tápiógyörgye, Petőfi u. 12. (Zeneiskola)","10 ezer és az alatti lakosú település","Igen","695"
"PEST vármegye","Tápióság","","001","2253 Tápióság, Szabadság u. 10. (Könyvtár)","10 ezer és az alatti lakosú település","Nem","561"
"PEST vármegye","Tápióság","","002"," Tápióság, Bicskei u. 8. (Egészségház Váróterme)","10 ezer és az alatti lakosú település","Igen","917"
"PEST vármegye","Tápióság","","003"," Tápióság, Bicskei u. 3. (Polg. Mest. Hiv.)","10 ezer és az alatti lakosú település","Igen","808"
"PEST vármegye","Tápiószecső","","001","2251 Tápiószecső, Határ út 27. (Mácsár kifőzde)","10 ezer és az alatti lakosú település","Igen","794"
"PEST vármegye","Tápiószecső","","002","2251 Tápiószecső, Bajcsy-Zsilinszky út 4. (könyvtár)","10 ezer és az alatti lakosú település","Igen","547"
"PEST vármegye","Tápiószecső","","003","2251 Tápiószecső, Rákóczi út 16. (óvoda)","10 ezer és az alatti lakosú település","Igen","741"
"PEST vármegye","Tápiószecső","","004","2251 Tápiószecső, Dózsa György út 38. (Idősek Klubja)","10 ezer és az alatti lakosú település","Igen","685"
"PEST vármegye","Tápiószecső","","005","2251 Tápiószecső, Árpád út 45. (óvoda)","10 ezer és az alatti lakosú település","Igen","841"
"PEST vármegye","Tápiószecső","","006","2251 Tápiószecső, Kátai út 90. (óvoda)","10 ezer és az alatti lakosú település","Igen","819"
"PEST vármegye","Tápiószecső","","007","2251 Tápiószecső, Sági út 48. (Élelmiszerbolt helye)","10 ezer és az alatti lakosú település","Igen","638"
"PEST vármegye","Tápiószele","","001"," Tápiószele, Rákóczi út 4. (Polgármesteri Hivatal)","10 ezer és az alatti lakosú település","Igen","878"
"PEST vármegye","Tápiószele","","002"," Tápiószele, Somogyi B. út 1. (Óvoda)","10 ezer és az alatti lakosú település","Igen","885"
"PEST vármegye","Tápiószele","","003"," Tápiószele, Széchenyi út 20. (Könyvtár)","10 ezer és az alatti lakosú település","Igen","694"
"PEST vármegye","Tápiószele","","004"," Tápiószele, Farmosi út 8. (általános iskola épülete)","10 ezer és az alatti lakosú település","Igen","889"
"PEST vármegye","Tápiószele","","005"," Tápiószele, Farmosi út 8. (általános iskola épülete)","10 ezer és az alatti lakosú település","Igen","833"
"PEST vármegye","Tápiószele","","006"," Tápiószele, Széchenyi út 20. (általános iskola épülete)","10 ezer és az alatti lakosú település","Igen","747"
"PEST vármegye","Tápiószentmárton","","001","2711 Tápiószentmárton, Fő u. 30. (Óvoda)","10 ezer és az alatti lakosú település","Igen","1 016"
"PEST vármegye","Tápiószentmárton","","002","2711 Tápiószentmárton, Bartók B. u. 5. (Ált. Isk.)","10 ezer és az alatti lakosú település","Igen","894"
"PEST vármegye","Tápiószentmárton","","003","2711 Tápiószentmárton, Kossuth L. u. 100. (Ált. isk.)","10 ezer és az alatti lakosú település","Igen","998"
"PEST vármegye","Tápiószentmárton","","004","2711 Tápiószentmárton, Béke tér 14. (Újf. Óvoda)","10 ezer és az alatti lakosú település","Igen","1 263"
"PEST vármegye","Tápiószentmárton","","005","2711 Tápiószentmárton, Görgei Artúr u. 47. (Ifj. Szálláshely)","10 ezer és az alatti lakosú település","Igen","589"
"PEST vármegye","Tápiószőlős","","001"," Tápiószőlős, Kossuth Lajos út.3. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","575"
"PEST vármegye","Tápiószőlős","","002"," Tápiószőlős, Kossuth Lajos út.3. (Művelődési Ház)","10 ezer és az alatti lakosú település","Igen","633"
"PEST vármegye","Tápiószőlős","","003"," Tápiószőlős, Kossuth Lajos út 85. (Régi védőnői rendelő)","10 ezer és az alatti lakosú település","Igen","645"
"PEST vármegye","Tápiószőlős","","004","2769 Tápiószőlős, Kossuth Lajos út 85. (Régi védőnői rendelő)","10 ezer és az alatti lakosú település","Igen","623"
"PEST vármegye","Tárnok","01","001","2461 Tárnok, 2461 Tárnok, Fő u. 43. - Heinrich Antal Ház","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 051"
"PEST vármegye","Tárnok","02","002","2461 Tárnok, 2461 Tárnok, Fő u. 43. - Heinrich Antal Ház","10 ezer lakos feletti település, nem megyei jogú város","Igen","1 062"
